outcode,county
BS50,SOUTH GLOUCESTERSHIRE
BS50,WEST BERKSHIRE
BS56,AVON
BS56,CITY OF BRISTOL
BS56,SOUTH GLOUCESTERSHIRE
BS57,AVON
BS57,CITY OF BRISTOL
BS57,SOUTH GLOUCESTERSHIRE
BS58,AVON
BS58,CITY OF BRISTOL
BS58,SOUTH GLOUCESTERSHIRE
BS58,WEST BERKSHIRE
BS59,AVON
BS59,CITY OF BRISTOL
BS59,SOUTH GLOUCESTERSHIRE
BS65,AVON
BS65,CITY OF BRISTOL
BS65,SOUTH GLOUCESTERSHIRE
BS66,AVON
BS66,CITY OF BRISTOL
BS66,SOUTH GLOUCESTERSHIRE
BS67,AVON
BS67,CITY OF BRISTOL
BS67,NORTH SOMERSET
BS67,SOUTH GLOUCESTERSHIRE
BS68,CITY OF BRISTOL
BS70,AVON
BS70,CITY OF BRISTOL
BS70,SOUTH GLOUCESTERSHIRE
BS71,CITY OF BRISTOL
BS78,AVON
BS78,CITY OF BRISTOL
BS78,SOUTH GLOUCESTERSHIRE
BS79,AVON
BS79,BATH AND NORTH EAST SOMERSET
BS79,CITY OF BRISTOL
BS79,SOUTH GLOUCESTERSHIRE
BS81,AVON
BS81,CITY OF BRISTOL
BS81,SOUTH GLOUCESTERSHIRE
BS82,AVON
BS82,CITY OF BRISTOL
BS82,SOUTH GLOUCESTERSHIRE
BS83,AVON
BS83,CITY OF BRISTOL
BS83,NORTH SOMERSET
BS83,SOUTH GLOUCESTERSHIRE
BS84,AVON
BS84,CITY OF BRISTOL
BS84,SOUTH GLOUCESTERSHIRE
BS85,BRACKNELL FOREST
BS85,CITY OF BRISTOL
BS87,CITY OF BRISTOL
BS91,AVON
BS91,CITY OF BRISTOL
BS91,GLOUCESTERSHIRE
BS91,SOUTH GLOUCESTERSHIRE
BS92,AVON
BS92,CITY OF BRISTOL
BS92,GLOUCESTERSHIRE
BS92,SOUTH GLOUCESTERSHIRE
BS93,AVON
BS93,BATH AND NORTH EAST SOMERSET
BS93,CITY OF BRISTOL
BS93,SOUTH GLOUCESTERSHIRE
BS94,AVON
BS94,CITY OF BRISTOL
BS94,SLOUGH
BS94,SOUTH GLOUCESTERSHIRE
CA10,CUMBERLAND
CA10,CUMBRIA
CA10,WESTMORLAND AND FURNESS
CA11,CUMBERLAND
CA11,CUMBRIA
CA11,WESTMORLAND AND FURNESS
CA12,CUMBERLAND
CA12,CUMBRIA
CA12,HARTLEPOOL
CA12,WESTMORLAND AND FURNESS
CA13,CUMBERLAND
CA13,CUMBRIA
CA13,WESTMORLAND AND FURNESS
CA14,CUMBERLAND
CA14,CUMBRIA
CA14,WESTMORLAND AND FURNESS
CA15,CUMBERLAND
CA15,CUMBRIA
CA16,CUMBRIA
CA16,WESTMORLAND AND FURNESS
CA17,CUMBRIA
CA17,WESTMORLAND AND FURNESS
CA18,CUMBERLAND
CA18,CUMBRIA
CA19,CUMBERLAND
CA19,CUMBRIA
CA20,CUMBERLAND
CA20,CUMBRIA
CA21,CUMBERLAND
CA21,CUMBRIA
CA22,CUMBERLAND
CA22,CUMBRIA
CA23,CUMBERLAND
CA23,CUMBRIA
CA24,CUMBERLAND
CA24,CUMBRIA
CA25,CUMBERLAND
CA25,CUMBRIA
CA26,CUMBERLAND
CA26,CUMBRIA
CA27,CUMBERLAND
CA27,CUMBRIA
CA28,CUMBERLAND
CA28,CUMBRIA
CA30,CUMBERLAND
CA30,CUMBRIA
CA38,CUMBERLAND
CA38,CUMBRIA
CA38,WESTMORLAND AND FURNESS
CA39,CUMBERLAND
CA39,CUMBRIA
CA40,CUMBERLAND
CA40,CUMBRIA
CA40,WESTMORLAND AND FURNESS
CA48,CUMBERLAND
CA48,CUMBRIA
CA49,CUMBERLAND
CA49,CUMBRIA
CA49,WESTMORLAND AND FURNESS
CA51,CUMBRIA
CA53,CUMBRIA
CA54,CUMBRIA
CA55,CUMBRIA
CA56,CUMBERLAND
CA56,CUMBRIA
CA57,CUMBERLAND
CA57,CUMBRIA
CA57,WESTMORLAND AND FURNESS
CA64,CUMBERLAND
CA64,CUMBRIA
CA65,CUMBERLAND
CA65,CUMBRIA
CA66,CUMBERLAND
CA66,CUMBRIA
CA70,CUMBERLAND
CA70,CUMBRIA
CA71,CUMBERLAND
CA71,CUMBRIA
CA72,CUMBERLAND
CA72,CUMBRIA
CA73,CUMBERLAND
CA73,CUMBRIA
CA74,CUMBERLAND
CA74,CUMBRIA
CA75,CUMBERLAND
CA75,CUMBRIA
CA78,CUMBERLAND
CA78,CUMBRIA
CA78,WESTMORLAND AND FURNESS
CA79,CUMBERLAND
CA79,CUMBRIA
CA81,CUMBERLAND
CA81,CUMBRIA
CA82,CUMBERLAND
CA82,CUMBRIA
CA83,CUMBRIA
CA87,CUMBERLAND
CA87,CUMBRIA
CA87,NORTHUMBERLAND
CA89,CUMBERLAND
CA89,CUMBRIA
CA89,WESTMORLAND AND FURNESS
CA93,CUMBRIA
CA93,NORTHUMBERLAND
CA93,TYNE AND WEAR
CA93,WESTMORLAND AND FURNESS
CB10,CAMBRIDGESHIRE
CB10,ESSEX
CB10,SOUTHEND-ON-SEA
CB11,CAMBRIDGESHIRE
CB11,ESSEX
CB12,CAMBRIDGESHIRE
CB13,CAMBRIDGESHIRE
CB13,CITY OF PETERBOROUGH
CB13,ESSEX
CB14,CAMBRIDGESHIRE
CB15,CAMBRIDGESHIRE
CB16,CAMBRIDGESHIRE
CB16,ESSEX
CB17,CAMBRIDGESHIRE
CB18,CAMBRIDGESHIRE
CB19,CAMBRIDGESHIRE
CB20,CAMBRIDGESHIRE
CB20,CITY OF PETERBOROUGH
CB20,ESSEX
CB21,CAMBRIDGESHIRE
CB21,CITY OF PETERBOROUGH
CB21,ESSEX
CB21,SUFFOLK
CB22,CAMBRIDGESHIRE
CB22,CITY OF PETERBOROUGH
CB23,BEDFORDSHIRE
CB23,CAMBRIDGESHIRE
CB24,CAMBRIDGESHIRE
CB24,CITY OF PETERBOROUGH
CB25,CAMBRIDGESHIRE
CB26,CAMBRIDGESHIRE
CB27,CAMBRIDGESHIRE
CB28,CAMBRIDGESHIRE
CB29,CAMBRIDGESHIRE
CB29,CITY OF PETERBOROUGH
CB30,CAMBRIDGESHIRE
CB31,CAMBRIDGESHIRE
CB37,CAMBRIDGESHIRE
CB38,CAMBRIDGESHIRE
CB39,CAMBRIDGESHIRE
CB39,CITY OF PETERBOROUGH
CB40,CAMBRIDGESHIRE
CB41,CAMBRIDGESHIRE
CB42,CAMBRIDGESHIRE
CB43,CAMBRIDGESHIRE
CB44,CAMBRIDGESHIRE
CB45,CAMBRIDGESHIRE
CB50,CAMBRIDGESHIRE
CB58,CAMBRIDGESHIRE
CB59,CAMBRIDGESHIRE
CB61,CAMBRIDGESHIRE
CB61,NORFOLK
CB62,CAMBRIDGESHIRE
CB63,CAMBRIDGESHIRE
CB74,CAMBRIDGESHIRE
CB74,CITY OF PETERBOROUGH
CB74,SUFFOLK
CB75,BEDFORDSHIRE
CB75,CAMBRIDGESHIRE
CB75,SUFFOLK
CB76,CAMBRIDGESHIRE
CB77,CAMBRIDGESHIRE
CB80,CAMBRIDGESHIRE
CB80,SUFFOLK
CB87,CAMBRIDGESHIRE
CB87,SUFFOLK
CB88,CAMBRIDGESHIRE
CB88,NORFOLK
CB88,SUFFOLK
CB89,CAMBRIDGESHIRE
CB89,SUFFOLK
CB90,SUFFOLK
CB97,CAMBRIDGESHIRE
CB97,ESSEX
CB97,SOUTHEND-ON-SEA
CB97,SUFFOLK
CB98,SUFFOLK
CB99,SUFFOLK
CF10,CARDIFF
CF10,POWYS
CF10,SWANSEA
CF11,BRIDGEND
CF11,CARDIFF
CF11,CARMARTHENSHIRE
CF11,CEREDIGION
CF11,CONWY
CF11,GWYNEDD
CF11,PEMBROKESHIRE
CF11,RHONDDA CYNON TAFF
CF11,SWANSEA
CF11,THE VALE OF GLAMORGAN
CF12,CARDIFF
CF13,CARDIFF
CF14,BRIDGEND
CF14,CAERPHILLY
CF14,CARDIFF
CF14,CARMARTHENSHIRE
CF14,GWYNEDD
CF14,NEWPORT
CF14,RHONDDA CYNON TAFF
CF14,THE VALE OF GLAMORGAN
CF15,CAERPHILLY
CF15,CARDIFF
CF15,MERTHYR TYDFIL
CF15,MID GLAMORGAN
CF15,NEWPORT
CF15,RHONDDA CYNON TAFF
CF15,THE VALE OF GLAMORGAN
CF17,CARDIFF
CF18,CARDIFF
CF19,CARDIFF
CF21,CARDIFF
CF22,CARDIFF
CF23,BRIDGEND
CF23,CARDIFF
CF23,FLINTSHIRE
CF23,NEWPORT
CF23,RHONDDA CYNON TAFF
CF23,SOUTH GLAMORGAN
CF23,THE VALE OF GLAMORGAN
CF24,BRIDGEND
CF24,CAERPHILLY
CF24,CARDIFF
CF24,RHONDDA CYNON TAFF
CF24,THE VALE OF GLAMORGAN
CF30,CARDIFF
CF31,BRIDGEND
CF31,CARDIFF
CF31,DENBIGHSHIRE
CF31,MID GLAMORGAN
CF31,MONMOUTHSHIRE
CF31,NEWPORT
CF31,RHONDDA CYNON TAFF
CF31,SWANSEA
CF31,THE VALE OF GLAMORGAN
CF32,BLAENAU GWENT
CF32,BRIDGEND
CF32,CARDIFF
CF32,MID GLAMORGAN
CF32,MONMOUTHSHIRE
CF32,NEWPORT
CF32,PEMBROKESHIRE
CF32,POWYS
CF32,RHONDDA CYNON TAFF
CF32,THE VALE OF GLAMORGAN
CF32,WREXHAM
CF33,BRIDGEND
CF33,CAERPHILLY
CF33,CARDIFF
CF33,MID GLAMORGAN
CF33,NEATH PORT TALBOT
CF33,RHONDDA CYNON TAFF
CF33,THE VALE OF GLAMORGAN
CF33,WEST GLAMORGAN
CF34,BRIDGEND
CF34,CARDIFF
CF34,MID GLAMORGAN
CF34,THE VALE OF GLAMORGAN
CF35,BRIDGEND
CF35,CARDIFF
CF35,MID GLAMORGAN
CF35,RHONDDA CYNON TAFF
CF35,SOUTH GLAMORGAN
CF35,THE VALE OF GLAMORGAN
CF35,TORFAEN
CF36,BRIDGEND
CF36,CAERPHILLY
CF36,CARDIFF
CF36,CARMARTHENSHIRE
CF36,MID GLAMORGAN
CF36,NEWPORT
CF36,POWYS
CF36,RHONDDA CYNON TAFF
CF36,THE VALE OF GLAMORGAN
CF37,BRIDGEND
CF37,CAERPHILLY
CF37,CARDIFF
CF37,CARMARTHENSHIRE
CF37,CONWY
CF37,MID GLAMORGAN
CF37,PEMBROKESHIRE
CF37,RHONDDA CYNON TAFF
CF37,THE VALE OF GLAMORGAN
CF38,BRIDGEND
CF38,CARDIFF
CF38,MID GLAMORGAN
CF38,RHONDDA CYNON TAFF
CF39,BRIDGEND
CF39,CARDIFF
CF39,MID GLAMORGAN
CF39,RHONDDA CYNON TAFF
CF39,WREXHAM
CF40,BRIDGEND
CF40,CAERPHILLY
CF40,CARDIFF
CF40,MID GLAMORGAN
CF40,RHONDDA CYNON TAFF
CF41,CARDIFF
CF41,MID GLAMORGAN
CF41,RHONDDA CYNON TAFF
CF42,CARDIFF
CF42,MID GLAMORGAN
CF42,RHONDDA CYNON TAFF
CF43,CARDIFF
CF43,MID GLAMORGAN
CF43,RHONDDA CYNON TAFF
CF44,BRIDGEND
CF44,CARDIFF
CF44,MERTHYR TYDFIL
CF44,MID GLAMORGAN
CF44,POWYS
CF44,RHONDDA CYNON TAFF
CF44,THE VALE OF GLAMORGAN
CF45,BRIDGEND
CF45,CARDIFF
CF45,GWYNEDD
CF45,MID GLAMORGAN
CF45,RHONDDA CYNON TAFF
CF46,BLAENAU GWENT
CF46,CAERPHILLY
CF46,CARDIFF
CF46,MERTHYR TYDFIL
CF46,MID GLAMORGAN
CF46,MONMOUTHSHIRE
CF46,POWYS
CF46,RHONDDA CYNON TAFF
CF47,BLAENAU GWENT
CF47,CAERPHILLY
CF47,CARDIFF
CF47,MERTHYR TYDFIL
CF47,NEWPORT
CF47,RHONDDA CYNON TAFF
CF47,THE VALE OF GLAMORGAN
CF48,BLAENAU GWENT
CF48,BRIDGEND
CF48,CAERPHILLY
CF48,MERTHYR TYDFIL
CF48,POWYS
CF48,RHONDDA CYNON TAFF
CF51,CARDIFF
CF51,CARMARTHENSHIRE
CF51,RHONDDA CYNON TAFF
CF51,THE VALE OF GLAMORGAN
CF52,BRIDGEND
CF52,CAERPHILLY
CF52,CARDIFF
CF52,RHONDDA CYNON TAFF
CF52,SWANSEA
CF52,THE VALE OF GLAMORGAN
CF53,BRIDGEND
CF53,CARDIFF
CF53,RHONDDA CYNON TAFF
CF53,SWANSEA
CF53,THE VALE OF GLAMORGAN
CF54,BRIDGEND
CF54,CARDIFF
CF54,THE VALE OF GLAMORGAN
CF55,CARDIFF
CF55,RHONDDA CYNON TAFF
CF55,SOUTH GLAMORGAN
CF55,THE VALE OF GLAMORGAN
CF56,CARDIFF
CF56,RHONDDA CYNON TAFF
CF56,SOUTH GLAMORGAN
CF56,THE VALE OF GLAMORGAN
CF61,BRIDGEND
CF61,CARDIFF
CF61,CARMARTHENSHIRE
CF61,CEREDIGION
CF61,MID GLAMORGAN
CF61,SOUTH GLAMORGAN
CF61,THE VALE OF GLAMORGAN
CF62,BRIDGEND
CF62,CARDIFF
CF62,CEREDIGION
CF62,MERTHYR TYDFIL
CF62,NEWPORT
CF62,RHONDDA CYNON TAFF
CF62,SOUTH GLAMORGAN
CF62,THE VALE OF GLAMORGAN
CF63,CARDIFF
CF63,NEATH PORT TALBOT
CF63,SOUTH GLAMORGAN
CF63,THE VALE OF GLAMORGAN
CF64,CARDIFF
CF64,CARMARTHENSHIRE
CF64,POWYS
CF64,RHONDDA CYNON TAFF
CF64,SOUTH GLAMORGAN
CF64,THE VALE OF GLAMORGAN
CF71,BRIDGEND
CF71,CARDIFF
CF71,FLINTSHIRE
CF71,MID GLAMORGAN
CF71,RHONDDA CYNON TAFF
CF71,SOUTH GLAMORGAN
CF71,THE VALE OF GLAMORGAN
CF72,BRIDGEND
CF72,CAERPHILLY
CF72,CARDIFF
CF72,MID GLAMORGAN
CF72,PEMBROKESHIRE
CF72,RHONDDA CYNON TAFF
CF72,SWANSEA
CF72,THE VALE OF GLAMORGAN
CF77,THE VALE OF GLAMORGAN
CF81,CAERPHILLY
CF81,CARDIFF
CF81,MID GLAMORGAN
CF81,RHONDDA CYNON TAFF
CF82,BLAENAU GWENT
CF82,CAERPHILLY
CF82,CARDIFF
CF82,GWENT
CF82,MID GLAMORGAN
CF82,MONMOUTHSHIRE
CF82,POWYS
CF82,RHONDDA CYNON TAFF
CF83,BLAENAU GWENT
CF83,CAERPHILLY
CF83,CARDIFF
CF83,ISLE OF ANGLESEY
CF83,MERTHYR TYDFIL
CF83,MID GLAMORGAN
CF83,MONMOUTHSHIRE
CF83,NEWPORT
CF83,POWYS
CF83,RHONDDA CYNON TAFF
CF83,SOUTH GLAMORGAN
CF87,CAERPHILLY
CF88,CAERPHILLY
CF88,MID GLAMORGAN
CF89,CAERPHILLY
CF99,CARDIFF
CH11,CHESHIRE
CH11,CHESHIRE WEST AND CHESTER
CH12,CHESHIRE
CH12,CHESHIRE WEST AND CHESTER
CH13,CHESHIRE
CH13,CHESHIRE WEST AND CHESTER
CH14,CHESHIRE
CH14,CHESHIRE WEST AND CHESTER
CH14,FLINTSHIRE
CH15,CHESHIRE
CH15,CHESHIRE WEST AND CHESTER
CH16,CHESHIRE
CH16,CHESHIRE WEST AND CHESTER
CH16,CLWYD
CH16,FLINTSHIRE
CH21,CHESHIRE
CH21,CHESHIRE EAST
CH21,CHESHIRE WEST AND CHESTER
CH22,CHESHIRE
CH22,CHESHIRE WEST AND CHESTER
CH23,CHESHIRE
CH23,CHESHIRE WEST AND CHESTER
CH24,CHESHIRE
CH24,CHESHIRE WEST AND CHESTER
CH35,CHESHIRE
CH35,CHESHIRE WEST AND CHESTER
CH36,CHESHIRE
CH36,CHESHIRE EAST
CH36,CHESHIRE WEST AND CHESTER
CH37,CHESHIRE
CH37,CHESHIRE WEST AND CHESTER
CH38,CHESHIRE
CH38,CHESHIRE WEST AND CHESTER
CH39,CHESHIRE
CH39,CHESHIRE EAST
CH39,CHESHIRE WEST AND CHESTER
CH40,CHESHIRE WEST AND CHESTER
CH40,CLWYD
CH40,FLINTSHIRE
CH40,RHONDDA CYNON TAFF
CH40,WREXHAM
CH41,MERSEYSIDE
CH42,CHESHIRE
CH42,MERSEYSIDE
CH43,MERSEYSIDE
CH44,MERSEYSIDE
CH45,MERSEYSIDE
CH46,MERSEYSIDE
CH47,CHESHIRE
CH47,CHESHIRE WEST AND CHESTER
CH47,MERSEYSIDE
CH48,CARMARTHENSHIRE
CH48,CHESHIRE
CH48,CHESHIRE WEST AND CHESTER
CH48,CLWYD
CH48,CONWY
CH48,FLINTSHIRE
CH48,MERSEYSIDE
CH49,CHESHIRE
CH49,CHESHIRE WEST AND CHESTER
CH49,CLWYD
CH49,FLINTSHIRE
CH49,MERSEYSIDE
CH51,CLWYD
CH51,CONWY
CH51,FLINTSHIRE
CH52,CLWYD
CH52,CONWY
CH52,FLINTSHIRE
CH52,SWANSEA
CH52,WREXHAM
CH53,CLWYD
CH53,CONWY
CH53,FLINTSHIRE
CH53,SWANSEA
CH53,WREXHAM
CH54,CLWYD
CH54,CONWY
CH54,FLINTSHIRE
CH60,CHESHIRE WEST AND CHESTER
CH60,MERSEYSIDE
CH61,CHESHIRE WEST AND CHESTER
CH61,MERSEYSIDE
CH62,CHESHIRE
CH62,CHESHIRE WEST AND CHESTER
CH62,MERSEYSIDE
CH63,CHESHIRE WEST AND CHESTER
CH63,MERSEYSIDE
CH64,CHESHIRE
CH64,CHESHIRE WEST AND CHESTER
CH64,MERSEYSIDE
CH65,BLAENAU GWENT
CH65,BRIDGEND
CH65,CHESHIRE
CH65,CHESHIRE EAST
CH65,CHESHIRE WEST AND CHESTER
CH65,CLWYD
CH65,CONWY
CH65,FLINTSHIRE
CH65,MERSEYSIDE
CH66,CHESHIRE
CH66,CHESHIRE WEST AND CHESTER
CH66,CLWYD
CH66,CONWY
CH66,FLINTSHIRE
CH66,GWYNEDD
CH66,MERSEYSIDE
CH71,CARMARTHENSHIRE
CH71,CEREDIGION
CH71,CLWYD
CH71,CONWY
CH71,FLINTSHIRE
CH71,RHONDDA CYNON TAFF
CH72,CLWYD
CH72,CONWY
CH72,DENBIGHSHIRE
CH72,FLINTSHIRE
CH73,CLWYD
CH73,CONWY
CH73,FLINTSHIRE
CH74,CLWYD
CH74,DENBIGHSHIRE
CH74,FLINTSHIRE
CH74,WREXHAM
CH75,CLWYD
CH75,CONWY
CH75,DENBIGHSHIRE
CH75,FLINTSHIRE
CH75,SWANSEA
CH75,WREXHAM
CH76,CLWYD
CH76,CONWY
CH76,FLINTSHIRE
CH76,ISLE OF ANGLESEY
CH76,MERTHYR TYDFIL
CH87,CLWYD
CH87,FLINTSHIRE
CH88,CARDIFF
CH88,CHESHIRE WEST AND CHESTER
CH88,CLWYD
CH88,CONWY
CH88,DENBIGHSHIRE
CH88,FLINTSHIRE
CH89,CLWYD
CH89,CONWY
CH89,DENBIGHSHIRE
CH89,FLINTSHIRE
CH99,CHESHIRE WEST AND CHESTER
CM07,ESSEX
CM07,SOUTHEND-ON-SEA
CM08,ESSEX
CM11,ESSEX
CM11,SOUTHEND-ON-SEA
CM12,ESSEX
CM12,SOUTHEND-ON-SEA
CM13,ESSEX
CM13,GREATER LONDON
CM13,THURROCK
CM14,ESSEX
CM14,GREATER LONDON
CM15,ESSEX
CM15,THURROCK
CM16,ESSEX
CM16,SOUTHEND-ON-SEA
CM16,THURROCK
CM17,ESSEX
CM17,THURROCK
CM18,ESSEX
CM19,ESSEX
CM19,HERTFORDSHIRE
CM20,ESSEX
CM20,HERTFORDSHIRE
CM20,LUTON
CM21,ESSEX
CM21,HERTFORDSHIRE
CM22,ESSEX
CM22,HERTFORDSHIRE
CM23,ESSEX
CM23,HERTFORDSHIRE
CM24,ESSEX
CM25,ESSEX
CM26,ESSEX
CM27,ESSEX
CM27,THURROCK
CM28,ESSEX
CM29,ESSEX
CM31,ESSEX
CM32,ESSEX
CM32,THURROCK
CM33,ESSEX
CM33,WEST SUSSEX
CM34,ESSEX
CM35,ESSEX
CM36,ESSEX
CM36,LUTON
CM36,SOUTHEND-ON-SEA
CM37,ESSEX
CM38,ESSEX
CM38,SOUTHEND-ON-SEA
CM40,ESSEX
CM49,ESSEX
CM50,ESSEX
CM59,ESSEX
CM60,ESSEX
CM61,ESSEX
CM61,SOUTHEND-ON-SEA
CM62,ESSEX
CM62,SOUTHEND-ON-SEA
CM63,ESSEX
CM64,ESSEX
CM71,ESSEX
CM72,ESSEX
CM73,ESSEX
CM74,ESSEX
CM75,ESSEX
CM76,ESSEX
CM77,ESSEX
CM78,ESSEX
CM79,ESSEX
CM81,ESSEX
CM81,SOUTHEND-ON-SEA
CM82,ESSEX
CM82,SOUTHEND-ON-SEA
CM83,ESSEX
CM92,ESSEX
CM94,ESSEX
CM95,ESSEX
CM96,ESSEX
CM98,ESSEX
CO10,ESSEX
CO10,SUFFOLK
CO11,ESSEX
CO11,SUFFOLK
CO12,ESSEX
CO13,ESSEX
CO14,ESSEX
CO14,SOUTHEND-ON-SEA
CO15,ESSEX
CO15,SOUTHEND-ON-SEA
CO15,THURROCK
CO16,ESSEX
CO16,SOUTHEND-ON-SEA
CO20,ESSEX
CO27,ESSEX
CO28,BATH AND NORTH EAST SOMERSET
CO28,ESSEX
CO29,ESSEX
CO30,ESSEX
CO33,ESSEX
CO34,ESSEX
CO35,ESSEX
CO38,ESSEX
CO39,ESSEX
CO40,ESSEX
CO40,SOUTHEND-ON-SEA
CO43,ESSEX
CO44,ESSEX
CO45,ESSEX
CO46,ESSEX
CO47,ESSEX
CO49,ESSEX
CO49,SOUTHEND-ON-SEA
CO49,THURROCK
CO50,ESSEX
CO57,ESSEX
CO58,ESSEX
CO58,SOUTHEND-ON-SEA
CO58,THURROCK
CO59,ESSEX
CO61,ESSEX
CO62,ESSEX
CO62,SOUTHEND-ON-SEA
CO63,ESSEX
CO64,ESSEX
CO64,SUFFOLK
CO65,SUFFOLK
CO70,ESSEX
CO70,SOUTHEND-ON-SEA
CO76,ESSEX
CO76,SUFFOLK
CO77,ESSEX
CO78,ESSEX
CO79,ESSEX
CO85,ESSEX
CO85,SUFFOLK
CO91,ESSEX
CO91,SOUTHEND-ON-SEA
CO92,ESSEX
CO93,ESSEX
CO93,SOUTHEND-ON-SEA
CO94,ESSEX
CR00,GREATER LONDON
CR01,GREATER LONDON
CR02,GREATER LONDON
CR03,GREATER LONDON
CR04,GREATER LONDON
CR05,GREATER LONDON
CR06,GREATER LONDON
CR07,GREATER LONDON
CR08,GREATER LONDON
CR09,GREATER LONDON
CR20,GREATER LONDON
CR24,CUMBRIA
CR26,GREATER LONDON
CR27,GREATER LONDON
CR28,GREATER LONDON
CR29,GREATER LONDON
CR30,GREATER LONDON
CR30,SURREY
CR35,GREATER LONDON
CR35,SURREY
CR36,SURREY
CR37,SURREY
CR39,SURREY
CR41,GREATER LONDON
CR42,GREATER LONDON
CR43,GREATER LONDON
CR44,GREATER LONDON
CR51,GREATER LONDON
CR51,SURREY
CR52,GREATER LONDON
CR52,SURREY
CR53,GREATER LONDON
CR53,SURREY
CR69,GREATER LONDON
CR69,SURREY
CR76,GREATER LONDON
CR77,GREATER LONDON
CR78,GREATER LONDON
CR81,GREATER LONDON
CR82,GREATER LONDON
CR83,GREATER LONDON
CR84,GREATER LONDON
CR85,GREATER LONDON
CR85,SURREY
CR90,GREATER LONDON
CR91,GREATER LONDON
CR92,GREATER LONDON
CR93,GREATER LONDON
CR94,GREATER LONDON
CR95,GREATER LONDON
CR96,GREATER LONDON
CR98,GREATER LONDON
CT10,KENT
CT11,KENT
CT11,MEDWAY
CT12,KENT
CT12,MEDWAY
CT13,KENT
CT14,KENT
CT15,KENT
CT16,KENT
CT17,KENT
CT18,KENT
CT19,KENT
CT19,LINCOLNSHIRE
CT20,KENT
CT21,KENT
CT27,KENT
CT28,KENT
CT29,KENT
CT31,KENT
CT32,KENT
CT33,KENT
CT34,KENT
CT45,KENT
CT45,MEDWAY
CT46,KENT
CT47,KENT
CT48,KENT
CT51,KENT
CT51,MEDWAY
CT52,KENT
CT53,KENT
CT53,MEDWAY
CT54,KENT
CT65,KENT
CT66,KENT
CT67,KENT
CT68,KENT
CT68,MEDWAY
CT70,KENT
CT79,KENT
CT88,KENT
CT91,KENT
CT92,KENT
CT93,KENT
CT94,KENT
CT95,KENT
CV10,LEICESTERSHIRE
CV10,WARWICKSHIRE
CV10,WEST MIDLANDS
CV11,LEICESTERSHIRE
CV11,WARWICKSHIRE
CV11,WEST MIDLANDS
CV12,WARWICKSHIRE
CV12,WEST MIDLANDS
CV13,LEICESTER
CV13,LEICESTERSHIRE
CV13,WEST MIDLANDS
CV14,WEST MIDLANDS
CV15,WEST MIDLANDS
CV21,OXFORDSHIRE
CV21,WARWICKSHIRE
CV21,WEST MIDLANDS
CV22,WARWICKSHIRE
CV22,WEST MIDLANDS
CV23,LEICESTERSHIRE
CV23,NORTHAMPTONSHIRE
CV23,WARWICKSHIRE
CV23,WEST MIDLANDS
CV23,WEST NORTHAMPTONSHIRE
CV24,WEST MIDLANDS
CV25,WEST MIDLANDS
CV31,WARWICKSHIRE
CV31,WEST MIDLANDS
CV31,WOKINGHAM
CV32,WARWICKSHIRE
CV32,WEST MIDLANDS
CV32,WOKINGHAM
CV33,WARWICKSHIRE
CV33,WEST MIDLANDS
CV33,WOKINGHAM
CV34,WARWICKSHIRE
CV34,WEST MIDLANDS
CV35,WARWICKSHIRE
CV35,WEST MIDLANDS
CV36,WARWICKSHIRE
CV36,WEST MIDLANDS
CV37,WARWICKSHIRE
CV37,WEST MIDLANDS
CV37,WORCESTERSHIRE
CV47,WARWICKSHIRE
CV47,WEST MIDLANDS
CV48,DORSET
CV48,WARWICKSHIRE
CV48,WEST MIDLANDS
CV49,WEST MIDLANDS
CV56,WEST MIDLANDS
CV57,WEST MIDLANDS
CV58,WEST MIDLANDS
CV59,WEST MIDLANDS
CV61,WEST MIDLANDS
CV62,SWINDON
CV62,WEST MIDLANDS
CV63,WEST MIDLANDS
CV64,WARWICKSHIRE
CV64,WEST MIDLANDS
CV65,WEST MIDLANDS
CV66,WARWICKSHIRE
CV66,WEST MIDLANDS
CV67,WEST MIDLANDS
CV70,WARWICKSHIRE
CV77,WARWICKSHIRE
CV77,WEST MIDLANDS
CV78,WARWICKSHIRE
CV78,WEST MIDLANDS
CV79,WARWICKSHIRE
CV79,WEST MIDLANDS
CV81,WARWICKSHIRE
CV81,WEST MIDLANDS
CV82,WARWICKSHIRE
CV83,WARWICKSHIRE
CV83,WEST MIDLANDS
CV91,LEICESTERSHIRE
CV91,STAFFORDSHIRE
CV91,WARWICKSHIRE
CV91,WILTSHIRE
CV92,WARWICKSHIRE
CV93,LEICESTERSHIRE
CV93,WARWICKSHIRE
CV93,WEST MIDLANDS
CW10,CHESHIRE
CW10,CHESHIRE EAST
CW10,CHESHIRE WEST AND CHESTER
CW11,CHESHIRE
CW11,CHESHIRE EAST
CW11,CHESHIRE WEST AND CHESTER
CW11,WARRINGTON
CW12,CHESHIRE
CW12,CHESHIRE EAST
CW12,CHESHIRE WEST AND CHESTER
CW12,HALTON
CW12,STAFFORDSHIRE
CW12,STOKE-ON-TRENT
CW12,WARRINGTON
CW13,CHESHIRE
CW13,CHESHIRE EAST
CW13,CHESHIRE WEST AND CHESTER
CW13,MERSEYSIDE
CW14,CHESHIRE
CW14,CHESHIRE EAST
CW14,STAFFORDSHIRE
CW15,CHESHIRE
CW15,CHESHIRE EAST
CW15,CHESHIRE WEST AND CHESTER
CW16,CHESHIRE
CW16,CHESHIRE EAST
